specimen,class,cap.color,cap.shape,cap.surface,gill.size,gill.color,gill.attachment,population
968,e,n,x,f,b,n,f,y
969,e,n,x,s,b,k,f,s
970,e,w,x,f,b,k,f,s
971,e,n,f,f,b,n,f,s
972,e,n,x,f,b,n,f,v
973,e,n,f,f,b,n,f,v
974,e,g,x,f,b,n,f,s
975,e,n,f,f,b,u,f,y
977,e,w,b,y,b,n,f,n
978,e,n,x,f,b,n,f,y
979,e,y,x,y,b,k,f,s
980,e,g,f,f,b,p,f,a
982,e,y,x,s,b,g,f,s
983,e,g,f,f,b,h,f,s
984,e,n,x,f,b,k,f,s
985,p,w,x,s,n,n,f,s
986,e,w,x,f,b,n,f,s
987,e,w,f,f,b,n,f,a
990,e,y,x,y,b,n,f,n
991,e,y,x,s,b,n,f,n
992,e,g,x,s,b,p,f,a
993,e,n,x,s,b,p,f,s
994,e,n,f,f,n,n,f,v
995,e,w,f,s,b,k,f,s
996,e,w,f,s,b,n,f,a
997,e,y,x,y,b,n,f,s
998,e,w,f,s,n,w,f,v
999,e,w,b,s,b,w,f,n
1000,p,w,f,y,n,p,f,v
1002,e,n,f,y,b,p,f,y
1003,e,n,f,s,b,k,f,s
1004,p,w,x,s,n,w,f,v
1005,e,n,x,y,b,p,f,y
1006,e,g,x,s,b,p,f,a
1007,e,w,x,s,b,k,f,a
1009,e,n,x,f,b,k,f,a
1010,e,w,x,s,b,k,f,s
1011,e,w,x,y,b,g,f,s
1012,e,w,x,s,b,k,f,s
1018,e,n,x,f,b,p,f,y
1019,p,n,f,s,n,w,f,s
1020,e,n,x,f,b,n,f,v
1021,e,n,f,f,b,n,f,a
1022,e,y,b,s,b,w,f,n
1024,e,w,x,y,b,w,f,s
1026,p,w,f,y,n,p,f,s
1027,e,n,x,f,n,n,f,v
1028,e,y,f,s,n,w,f,v
1030,e,w,x,s,b,k,f,a
1031,e,g,x,f,b,u,f,y
1032,p,n,x,y,n,n,f,v
1033,e,g,x,f,b,p,f,s
1035,e,w,x,s,b,p,f,s
1037,e,y,x,y,b,k,f,s
1038,e,y,f,f,n,n,f,v
1040,p,n,x,s,n,p,f,s
1043,e,w,x,f,b,h,f,a
1045,e,g,x,s,b,h,f,a
1046,e,w,x,s,b,w,f,s
1047,e,g,x,f,b,h,f,s
1048,p,n,f,y,n,n,f,s
1049,e,n,x,f,b,p,f,v
1050,e,g,x,f,b,k,f,a
1051,e,e,x,f,b,w,f,v
1052,e,n,x,f,b,u,f,y
1053,e,g,x,f,b,p,f,a
1054,e,y,x,y,b,w,f,s
1055,e,n,x,f,b,k,f,s
1056,e,y,b,s,b,k,f,s
1057,e,w,x,f,n,p,f,v
1058,e,g,f,s,b,k,f,s
1059,e,y,x,y,b,w,f,n
1060,e,n,x,f,b,h,f,s
1061,e,w,f,s,b,h,f,a
1062,e,y,x,s,n,n,f,v
1063,e,g,x,s,b,k,f,s
1064,e,g,x,f,b,n,f,s
1065,p,w,f,y,n,k,f,s
1066,e,y,f,f,n,p,f,v
1068,e,w,f,f,b,p,f,a
1069,e,n,x,f,b,u,f,v
1070,e,n,x,y,b,n,f,s
1071,e,w,x,s,b,h,f,a
1072,p,w,f,y,n,k,f,v
1073,e,y,x,s,b,k,f,s
1074,e,g,x,f,b,p,f,y
1075,e,y,f,y,b,p,f,s
1076,e,g,f,s,b,k,f,a
1077,e,n,f,f,n,p,f,y
1078,p,w,f,y,n,n,f,v
1079,e,g,f,f,b,k,f,s
1080,e,n,x,y,b,p,f,s
1081,e,w,f,f,b,h,f,a
1082,p,n,f,y,n,k,f,v
1084,e,g,f,f,b,n,f,s
1085,e,w,b,s,b,w,f,n
1087,e,w,b,y,b,n,f,n
1088,e,w,x,y,b,w,f,n
1089,p,n,f,y,n,n,f,v
1091,e,n,s,f,n,n,f,y
1092,e,n,x,y,b,n,f,y
1093,e,g,f,f,b,n,f,a
1095,e,g,x,s,b,p,f,a
1096,p,n,f,y,n,n,f,v
1099,e,g,x,f,b,h,f,s
1100,p,n,x,y,n,n,f,s
1101,e,n,x,f,b,k,f,a
1102,e,w,f,s,b,k,f,s
1103,e,g,x,f,b,h,f,s
1104,p,n,x,y,n,w,f,s
1105,e,n,f,f,b,n,f,a
1106,e,w,f,s,b,n,f,a
1107,p,w,x,y,n,n,f,v
1108,e,g,f,f,b,k,f,a
1109,e,y,b,y,b,k,f,n
1112,p,w,f,s,n,n,f,s
1113,e,n,x,y,b,w,f,s
1114,e,w,f,f,b,k,f,a
1115,e,n,f,y,b,p,f,s
1116,e,g,f,f,b,p,f,s
1119,e,n,f,f,b,k,f,s
1121,e,w,x,f,b,p,f,s
1122,e,w,f,f,b,k,f,a
1124,e,n,x,f,b,p,f,v
1125,e,y,f,s,n,p,f,v
1126,e,w,x,f,b,p,f,s
1128,e,y,b,s,b,k,f,n
1130,e,g,x,f,b,k,f,a
1131,p,n,f,s,n,p,f,v
1132,e,g,x,f,b,n,f,a
1134,e,w,f,s,b,k,f,s
1136,e,n,x,f,b,h,f,s
1137,e,n,x,f,b,n,f,y
1138,e,y,b,y,b,w,f,s
1139,e,w,f,f,b,h,f,a
1140,e,n,x,s,b,n,f,a
1141,e,w,f,f,b,n,f,a
1142,e,n,x,f,b,p,f,v
1146,e,w,x,f,b,n,f,s
1147,e,g,f,s,b,k,f,s
1148,e,g,x,f,b,n,f,a
1149,e,g,x,f,b,h,f,a
1150,e,n,f,s,b,h,f,a
1151,e,w,f,s,b,p,f,a
1152,e,n,f,y,b,n,f,y
1153,p,w,x,y,n,k,f,v
1154,e,g,f,s,b,h,f,a
1155,p,w,x,y,n,n,f,v
1156,e,w,b,y,b,k,f,s
1157,e,g,x,s,b,n,f,s
1158,e,g,f,f,b,h,f,a
1159,e,w,f,f,b,n,f,s
1160,e,g,f,s,b,h,f,s
1161,e,w,b,y,b,g,f,n
1162,e,g,x,f,b,n,f,s
1163,e,e,x,f,b,p,f,v
1164,e,y,x,y,b,p,f,s
1165,e,w,x,s,b,k,f,s
1166,e,w,b,s,b,w,f,n
1167,p,n,x,s,n,k,f,v
1168,e,n,x,f,b,p,f,y
1170,e,w,b,s,b,g,f,n
1171,e,g,x,s,b,n,f,s
1172,e,n,x,f,b,u,f,v
1173,e,w,f,f,b,p,f,a
1174,e,n,x,f,n,g,f,v
1176,e,g,x,f,n,p,f,y
1177,e,y,b,y,b,g,f,s
1178,e,n,f,f,n,g,f,v
1179,e,w,x,f,b,k,f,a
1181,e,n,x,y,b,p,f,y
1182,e,y,x,y,b,p,f,y
1183,e,g,f,f,b,h,f,a
1184,e,w,x,y,b,n,f,n
1185,e,w,x,y,b,n,f,s
1186,e,w,f,s,b,n,f,a
1187,e,g,f,s,b,h,f,a
1188,p,n,f,s,n,p,f,v
1189,e,y,x,y,b,n,f,s
1190,e,n,x,f,b,p,f,s
1191,e,w,x,f,b,p,f,s
1192,e,y,x,s,b,w,f,s
1193,e,e,x,f,b,p,f,v
1194,e,n,f,y,b,p,f,s
1197,e,g,x,f,b,k,f,s
1198,e,w,b,y,b,n,f,n
1199,e,w,x,s,b,k,f,n
1201,e,w,x,y,b,w,f,n
1202,e,y,x,s,b,g,f,n
1203,e,w,b,s,b,w,f,n
1204,e,n,f,s,b,k,f,s
1205,p,w,f,s,n,n,f,s
1206,e,n,f,s,b,h,f,a
1207,e,n,f,f,b,h,f,a
1209,e,w,f,s,b,h,f,a
1211,e,n,x,s,b,p,f,a
1212,e,n,f,s,b,p,f,a
1213,e,y,f,y,b,n,f,y
1214,e,g,x,f,b,n,f,a
1215,e,n,x,f,b,n,f,a
1216,p,n,f,s,n,k,f,v
1218,e,n,f,f,b,p,f,s
1219,e,w,f,f,b,h,f,a
1220,e,w,f,f,b,k,f,s
1221,e,y,x,y,b,n,f,s
1222,e,g,x,s,b,k,f,s
1223,e,g,x,f,b,k,f,a
1224,e,n,f,f,b,h,f,s
1225,e,n,f,s,b,p,f,a
1226,e,w,x,f,b,k,f,s
1227,e,e,x,y,b,w,f,v
1228,e,n,x,f,b,p,f,a
1229,p,w,x,s,n,p,f,v
1230,e,n,x,y,b,w,f,y
1231,e,n,x,f,b,n,f,s
1232,p,w,f,y,n,w,f,s
1233,e,g,f,f,b,k,f,a
1234,e,w,x,f,b,p,f,a
1236,e,g,f,f,b,p,f,a
1237,e,g,f,s,b,p,f,a
1238,e,g,f,f,b,h,f,s
1239,e,g,x,s,b,h,f,s
1241,p,w,f,s,n,p,f,v
1242,e,g,x,s,b,k,f,a
1244,p,w,f,s,n,w,f,s
1245,e,n,f,s,b,k,f,s
1246,e,g,x,f,b,k,f,a
1247,e,g,f,s,b,h,f,a
1249,e,g,f,f,b,n,f,a
1250,e,g,f,f,b,k,f,a
1251,e,g,x,y,b,n,f,y
1252,e,n,x,f,b,n,f,v
1253,e,w,f,s,b,k,f,a
1254,p,w,f,y,n,p,f,v
1256,e,w,x,s,b,p,f,a
1257,p,n,f,s,n,k,f,s
1258,e,n,f,f,b,h,f,s
1259,e,w,f,s,b,h,f,a
1260,p,n,f,s,n,w,f,v
1261,p,w,f,y,n,p,f,v
1263,p,w,f,s,n,k,f,s
1264,e,w,x,s,b,k,f,a
1265,e,n,x,f,b,p,f,v
1266,e,w,f,s,b,k,f,a
1267,e,g,f,f,b,p,f,a
1268,p,n,f,y,n,k,f,v
1269,e,w,x,s,b,k,f,s
1270,e,e,x,y,b,n,f,y
1271,e,g,f,s,b,n,f,s
1273,p,w,f,s,n,p,f,s
1274,e,n,f,f,b,k,f,a
1275,e,w,x,f,b,h,f,s
1276,p,w,f,s,n,k,f,s
1277,e,n,x,f,b,p,f,a
1278,e,w,f,f,b,n,f,s
1279,e,w,x,s,b,h,f,s
1280,e,w,f,s,b,h,f,s
1281,e,y,b,y,b,w,f,n
1282,e,g,x,s,b,n,f,a
1284,e,n,x,s,b,n,f,s
1287,p,n,x,y,n,n,f,s
1288,e,g,f,s,b,h,f,s
1289,e,n,x,f,b,p,f,y
1290,e,w,f,s,b,n,f,a
1291,e,n,x,f,b,n,f,v
1292,e,g,x,f,b,p,f,a
1293,e,w,x,f,b,n,f,a
1294,p,w,f,s,n,k,f,v
1296,e,g,x,s,b,k,f,a
1298,e,g,x,s,b,k,f,s
1299,e,y,x,y,b,w,f,s
1300,e,w,f,s,b,n,f,a
1301,e,w,x,s,b,p,f,a
1302,e,g,x,f,b,k,f,a
1303,e,w,f,s,b,h,f,s
1305,e,g,f,s,b,k,f,a
1308,e,w,f,s,b,k,f,s
1309,e,w,f,s,b,h,f,a
1311,e,w,f,f,b,n,f,s
1314,e,g,x,f,b,n,f,a
1315,e,y,b,y,b,k,f,n
1317,e,g,f,s,b,k,f,s
1319,e,y,b,s,b,n,f,s
1320,e,w,x,s,b,p,f,s
1321,e,n,f,f,b,n,f,y
1322,p,w,x,s,n,n,f,s
1323,e,w,f,f,b,n,f,s
1324,p,w,f,y,n,k,f,s
1325,e,n,x,s,b,k,f,a
1326,e,n,f,s,b,n,f,a
1327,e,y,b,s,b,g,f,n
1328,e,g,f,s,b,k,f,a
1329,e,g,x,s,b,k,f,a
1330,e,g,f,f,b,k,f,s
1331,e,g,x,f,b,k,f,s
1332,e,w,f,s,b,n,f,a
1333,p,n,f,s,n,k,f,v
1334,e,g,f,f,b,p,f,a
1335,e,w,f,s,b,h,f,a
1336,e,n,x,f,b,n,f,y
1337,e,n,x,s,b,p,f,a
1338,e,e,x,f,b,u,f,y
1340,e,w,f,f,b,k,f,s
1341,e,w,x,s,b,n,f,a
1342,e,n,f,f,b,h,f,a
1343,p,w,f,s,n,w,f,s
1344,e,g,f,f,b,n,f,y
1345,e,w,f,s,b,n,f,s
1346,e,w,f,f,b,h,f,a
1347,p,n,f,y,n,k,f,v
1349,e,n,x,f,b,p,f,y
1350,e,g,x,y,b,u,f,v
1351,e,g,x,y,b,p,f,v
1353,e,w,f,s,b,h,f,s
1354,e,n,f,s,b,k,f,a
1355,e,n,x,s,b,p,f,a
1356,e,w,f,f,b,h,f,a
1357,e,n,x,f,b,n,f,s
1358,e,w,f,f,b,p,f,a
1359,e,n,f,f,b,n,f,a
1360,e,w,f,s,b,n,f,s
1361,e,n,f,f,b,p,f,a
1362,p,n,f,y,n,w,f,v
1363,e,w,f,f,b,k,f,a
1364,e,w,f,s,b,p,f,s
1366,e,w,f,f,b,p,f,s
1367,e,g,x,f,b,n,f,a
1368,e,n,f,s,b,p,f,a
1369,e,g,x,f,b,n,f,v
1370,e,w,f,f,b,n,f,a
1371,e,n,f,f,b,p,f,s
1372,e,n,x,s,b,p,f,s
1374,e,y,b,s,b,g,f,s
1375,p,n,x,y,n,p,f,s
1376,p,n,f,s,n,p,f,v
1377,e,w,f,f,b,k,f,s
1378,e,n,f,f,b,k,f,s
1379,p,n,f,y,n,k,f,s
1380,e,n,f,f,b,p,f,s
1381,p,w,x,s,n,n,f,v
1382,e,n,f,s,b,k,f,a
1383,p,w,f,y,n,n,f,v
1384,e,n,f,s,b,n,f,a
1385,e,g,f,s,b,h,f,a
1386,e,g,x,f,b,h,f,a
1387,e,n,f,f,b,k,f,s
1388,e,g,x,f,b,w,f,v
1389,e,n,x,f,b,p,f,v
1390,e,n,x,f,b,k,f,s
1391,e,g,x,f,b,w,f,y
1396,e,n,x,f,b,p,f,y
1397,e,w,x,s,b,k,f,s
1399,e,g,f,s,b,p,f,s
1400,p,w,f,y,n,k,f,s
1401,e,n,f,s,b,k,f,s
1403,e,g,x,f,b,n,f,y
1404,e,g,f,s,b,n,f,a
1405,e,g,x,s,b,h,f,a
1406,p,w,f,y,n,p,f,s
1407,e,w,x,s,b,h,f,a
1408,e,w,x,s,b,p,f,a
1409,e,g,f,s,b,n,f,a
1413,e,n,f,s,b,n,f,a
1414,e,w,x,f,b,n,f,a
1415,e,w,f,f,b,k,f,a
1416,e,n,f,f,b,h,f,a
1417,e,w,x,y,b,g,f,s
1418,e,n,x,s,b,n,f,a
1419,e,g,x,s,b,h,f,s
1420,e,w,f,s,b,k,f,a
1421,p,w,x,s,n,w,f,s
1422,e,w,x,s,b,p,f,s
1425,e,g,x,s,b,n,f,a
1426,e,n,f,f,b,n,f,a
1427,e,n,f,s,b,p,f,s
1428,e,g,x,s,b,h,f,s
1429,e,n,f,y,b,n,f,s
1430,p,n,f,y,n,p,f,v
1431,e,n,x,s,b,p,f,s
1432,e,n,x,f,b,p,f,v
1433,p,w,f,y,n,w,f,s
1434,p,w,x,s,n,p,f,s
1435,p,n,f,s,n,p,f,s
1437,e,w,b,y,b,g,f,n
1438,p,w,f,y,n,k,f,s
1439,e,w,f,f,b,p,f,a
1440,e,w,x,s,b,n,f,s
1442,e,n,x,s,b,h,f,a
1443,e,n,f,f,b,p,f,s
1444,e,n,f,f,b,n,f,s
1445,p,n,f,y,n,p,f,s
1446,p,w,f,y,n,w,f,v
1449,e,n,x,f,b,n,f,v
1450,e,g,f,s,b,k,f,s
1451,e,n,f,f,b,h,f,a
1452,p,n,f,s,n,k,f,v
1453,e,n,x,f,b,n,f,a
1456,e,w,f,f,b,p,f,s
1457,e,w,x,s,b,n,f,a
1459,e,n,x,s,b,h,f,s
1460,p,w,f,s,n,k,f,s
1461,e,n,x,f,b,p,f,v
1462,e,w,x,s,b,n,f,s
1463,e,w,f,s,b,k,f,s
1464,e,w,x,s,n,n,f,v
1465,e,n,x,f,b,p,f,s
1467,e,n,x,f,b,n,f,y
1468,e,y,x,s,n,p,f,v
1469,e,g,f,f,b,h,f,a
1470,e,n,x,s,b,n,f,s
1471,e,e,x,y,b,u,f,y
1473,p,w,f,s,n,n,f,v
1474,e,w,f,f,b,p,f,s
1475,e,g,x,f,b,h,f,a
1478,e,w,x,f,b,k,f,a
1479,p,w,f,y,n,p,f,s
1480,e,w,x,f,b,k,f,s
1481,e,n,f,s,b,k,f,a
1483,e,g,x,f,b,p,f,s
1484,e,n,x,s,b,k,f,a
1485,e,y,f,y,b,n,f,y
1486,p,n,x,y,n,n,f,v
1487,e,w,x,f,b,p,f,a
1490,p,n,f,y,n,p,f,s
1491,e,g,f,f,b,p,f,s
1492,p,w,f,s,n,p,f,s
1493,e,n,f,s,b,n,f,s
1494,e,g,x,s,b,p,f,s
1495,e,g,x,f,b,n,f,a
1496,e,n,f,f,b,n,f,s
1497,e,g,f,s,b,h,f,s
1498,e,w,x,s,b,p,f,s
1499,e,n,x,f,b,k,f,a
1500,e,g,x,f,b,p,f,s
1501,e,n,f,f,b,p,f,a
1502,e,y,b,y,b,n,f,n
1503,e,g,f,f,b,k,f,s
1504,e,g,x,f,b,h,f,a
1505,e,w,f,f,b,n,f,a
1506,e,n,x,f,b,p,f,y
1507,p,n,f,s,n,w,f,s
1508,e,n,x,f,b,p,f,y
1509,e,n,x,f,b,h,f,a
1510,e,n,x,f,b,p,f,y
1511,e,w,x,f,b,n,f,a
1512,e,g,f,s,b,k,f,s
1513,e,n,f,s,b,h,f,a
1514,e,y,x,y,b,g,f,s
1515,e,w,x,f,n,p,f,v
1516,e,g,f,f,b,n,f,a
1517,e,n,f,f,b,h,f,a
1518,e,n,f,f,b,n,f,s
1519,e,y,b,y,b,g,f,s
1520,e,n,x,f,b,h,f,s
1521,e,w,x,y,b,n,f,s
1522,e,w,f,s,b,n,f,s
1524,e,n,x,f,b,n,f,s
1525,e,n,x,s,b,n,f,a
1526,e,n,x,s,b,n,f,s
1527,e,n,x,y,b,w,f,y
1528,e,g,f,s,b,n,f,s
1529,e,y,x,y,b,g,f,n
1530,e,w,x,s,b,n,f,a
1531,p,w,f,y,n,n,f,s
1532,e,w,f,s,b,h,f,s
1533,p,w,f,s,n,n,f,s
1535,e,g,f,f,b,k,f,s
1536,p,w,x,s,n,p,f,s
1538,p,w,x,s,n,p,f,s
1539,e,g,x,s,b,p,f,s
1540,e,w,f,s,b,p,f,s
1541,p,w,f,y,n,w,f,v
1542,e,w,x,f,b,n,f,a
1543,e,n,x,s,b,h,f,a
1545,e,w,x,f,b,p,f,a
1546,e,e,x,y,b,u,f,y
1547,p,n,f,s,n,k,f,s
1550,e,n,x,f,b,h,f,a
1552,e,w,b,s,b,g,f,n
1556,p,n,f,s,n,w,f,s
1558,e,y,b,y,b,w,f,n
1559,e,g,f,s,b,p,f,a
1560,e,n,f,s,b,h,f,s
1561,e,g,x,f,b,h,f,a
1562,e,g,f,s,b,p,f,s
1563,e,n,x,f,b,p,f,a
1564,e,n,x,f,b,p,f,v
1565,e,w,b,y,b,g,f,n
1566,e,g,x,f,b,n,f,v
1567,p,n,f,y,n,p,f,s
1568,e,w,x,s,b,h,f,a
1569,p,n,f,s,n,k,f,v
1573,e,n,x,f,b,n,f,a
1574,e,n,f,s,b,n,f,s
1575,e,y,x,s,b,g,f,s
1577,e,w,x,s,b,k,f,s
1578,p,n,x,y,n,p,f,v
1579,e,g,f,f,b,n,f,a
1581,e,w,f,f,b,n,f,a
1582,e,n,x,f,b,p,f,v
1583,e,g,x,f,b,k,f,s
1585,e,g,f,s,b,h,f,s
1589,e,y,x,y,b,n,f,s
1590,e,w,f,f,b,h,f,s
1591,e,w,f,s,b,p,f,a
1592,e,g,x,f,b,n,f,s
1594,e,w,f,f,b,n,f,a
1595,e,g,x,f,b,n,f,s
1596,e,g,f,f,b,k,f,a
1597,e,g,x,f,b,w,f,v
1598,e,g,x,s,b,p,f,a
1599,e,g,f,s,b,p,f,s
1602,e,g,f,s,b,k,f,a
1603,e,w,f,f,b,k,f,s
1604,e,n,f,s,b,h,f,a
1605,e,w,f,f,b,p,f,s
1606,e,n,f,f,b,n,f,a
1607,e,g,f,s,b,k,f,a
1608,e,n,x,s,b,n,f,s
1611,e,n,x,f,b,k,f,a
1612,e,w,f,s,b,p,f,a
1613,e,n,x,f,n,p,f,y
1614,p,w,f,s,n,p,f,s
1615,p,n,f,s,n,p,f,v
1616,e,n,x,f,b,u,f,v
1617,e,w,x,s,b,n,f,a
1618,e,g,f,f,b,k,f,a
1619,e,n,x,s,b,h,f,s
1620,e,n,x,f,b,h,f,s
1621,e,g,x,s,b,h,f,s
1622,e,g,f,f,b,n,f,a
1623,e,n,f,s,b,p,f,s
1624,e,g,f,s,b,n,f,a
1625,e,e,x,f,b,n,f,v
1627,e,n,x,f,b,h,f,s
1628,e,n,x,f,b,n,f,v
1629,p,n,f,s,n,k,f,s
1630,p,w,f,s,n,k,f,v
1633,e,n,f,s,b,h,f,s
1634,e,n,f,f,b,h,f,a
1635,e,n,x,s,b,h,f,a
1636,e,n,f,s,b,k,f,a
1637,p,w,f,s,n,p,f,v
1638,p,w,f,s,n,n,f,v
1639,e,g,f,s,b,p,f,a
1640,e,n,x,s,b,k,f,a
1641,e,n,x,s,b,h,f,s
1644,e,w,f,f,b,p,f,a
1645,e,w,f,f,b,n,f,s
1647,e,y,x,s,b,n,f,n
1648,e,g,f,s,b,n,f,a
1649,e,w,x,s,b,h,f,s
1651,e,n,x,f,b,p,f,a
1652,e,w,x,s,b,n,f,s
1654,e,g,x,s,b,h,f,s
1655,e,g,x,s,b,p,f,s
1657,e,n,x,s,b,n,f,a
1658,e,g,f,f,b,p,f,s
1659,e,w,f,f,b,h,f,s
1660,e,w,x,f,b,n,f,a
1661,e,g,f,f,b,h,f,s
1662,e,g,x,f,b,p,f,a
1663,e,y,x,y,b,g,f,n
1664,e,y,x,s,b,n,f,n
1666,p,n,x,y,n,k,f,s
1667,e,w,x,f,b,k,f,s
1668,p,w,x,s,n,w,f,s
1670,p,w,f,s,n,w,f,v
1671,e,y,x,y,b,g,f,s
1672,e,w,x,y,b,n,f,n
1673,e,n,f,y,b,n,f,y
1674,e,w,x,s,b,n,f,s
1675,e,n,f,s,b,p,f,s
1676,e,g,x,s,b,p,f,a
1677,e,w,x,s,b,n,f,a
1678,e,n,f,s,b,h,f,s
1679,e,n,f,s,b,n,f,a
1680,e,g,x,s,b,n,f,s
1681,e,w,b,s,b,n,f,n
1683,e,y,x,s,b,w,f,s
1684,p,w,f,y,n,n,f,v
1685,e,w,f,s,b,p,f,s
1686,e,n,f,s,b,h,f,s
1687,e,g,f,s,b,n,f,s
1690,e,n,x,f,b,n,f,y
1691,e,y,x,y,b,n,f,y
1693,e,g,f,f,b,p,f,a
1694,e,n,f,s,b,h,f,s
1696,e,g,x,f,b,k,f,a
1697,e,w,f,s,b,n,f,s
1698,e,g,f,f,b,n,f,a
1700,e,n,x,s,b,k,f,a
1701,e,n,x,f,b,w,f,y
1704,p,n,f,y,n,w,f,s
1705,e,n,x,f,b,n,f,y
1706,e,n,x,f,b,p,f,s
1708,p,n,f,y,n,n,f,v
1711,e,w,x,f,b,p,f,a
1714,e,g,x,s,b,h,f,a
1716,e,g,x,f,b,u,f,y
1717,e,w,x,y,b,w,f,n
1718,e,w,x,y,b,k,f,n
1720,e,w,f,s,b,k,f,a
1722,e,w,f,s,b,p,f,a
1723,e,n,x,f,b,h,f,a
1724,e,n,x,s,b,n,f,s
1725,e,y,b,y,b,g,f,n
1726,p,w,f,y,n,k,f,v
1727,e,n,x,s,b,k,f,a
1728,e,n,f,s,b,k,f,s
1729,e,n,x,y,b,n,f,s
1731,e,w,f,s,b,k,f,a
1732,p,n,x,s,n,n,f,v
1733,e,g,f,s,b,n,f,a
1735,p,n,f,s,n,n,f,v
1736,e,n,x,f,b,p,f,a
1737,e,n,x,s,b,p,f,a
1738,e,n,x,f,b,u,f,v
1739,e,w,f,s,b,p,f,s
1740,p,w,f,s,n,p,f,v
1742,e,n,f,f,b,h,f,s
1743,e,g,f,s,b,p,f,s
1744,e,w,x,f,b,n,f,a
1745,e,n,f,y,b,w,f,y
1746,p,w,f,s,n,w,f,s
1747,e,w,x,f,b,p,f,a
1749,p,n,f,y,n,w,f,s
1750,e,w,f,s,b,n,f,s
1752,e,y,f,y,b,n,f,y
1753,e,w,x,f,b,h,f,s
1755,p,n,f,y,n,n,f,s
1756,e,n,f,f,b,h,f,s
1757,e,g,f,f,b,k,f,s
1758,e,n,x,f,b,n,f,s
1759,e,n,x,f,b,p,f,v
1760,e,g,x,s,b,k,f,s
1761,e,g,x,s,b,n,f,a
1762,e,w,x,f,b,k,f,s
1764,e,n,x,f,b,n,f,y
1765,e,w,x,s,b,p,f,s
1766,p,w,x,s,n,n,f,s
1768,e,n,x,s,b,k,f,s
1769,e,n,x,f,b,p,f,v
1770,e,y,x,y,b,p,f,y
1772,e,n,x,f,b,h,f,a
1773,e,w,x,f,b,k,f,a
1774,e,y,x,y,b,k,f,s
1775,e,n,x,f,b,p,f,y
1777,e,w,x,f,b,n,f,a
1778,p,n,f,s,n,n,f,s
1780,e,n,x,s,b,p,f,a
1781,e,g,x,f,n,n,f,v
1782,e,n,f,s,b,p,f,s
1784,p,w,f,s,n,w,f,s
1786,e,n,x,f,b,h,f,a
1787,p,n,f,y,n,n,f,s
1788,e,g,x,s,b,h,f,a
1789,e,g,x,s,b,k,f,s
1790,e,w,x,s,b,n,f,s
1791,p,w,f,s,n,n,f,v
1792,e,w,f,s,b,k,f,a
1793,e,n,x,f,b,h,f,a
1794,e,n,f,f,b,p,f,s
1796,p,n,f,y,n,k,f,v
1797,e,w,x,f,b,p,f,s
1800,e,g,f,s,b,p,f,a
1804,e,n,x,y,b,p,f,v
1805,e,n,f,f,b,n,f,y
1806,e,e,f,y,b,p,f,v
1808,e,g,x,f,b,u,f,y
1809,e,g,x,y,b,p,f,y
1810,e,g,x,f,b,p,f,s
1811,p,n,f,s,n,n,f,s
1812,e,n,f,f,b,n,f,v
1813,p,n,x,s,n,n,f,v
1814,e,w,x,s,b,n,f,s
1815,e,w,x,s,b,h,f,a
1816,e,y,x,y,b,g,f,s
1817,p,g,x,f,b,h,f,y
1820,e,n,x,f,b,p,f,v
1821,e,n,f,s,b,h,f,s
1822,e,n,x,f,b,h,f,s
1823,p,w,x,s,n,p,f,v
1824,e,n,f,f,b,p,f,y
1825,e,w,x,y,b,k,f,n
1826,e,g,f,f,b,n,f,s
1827,e,e,x,y,b,n,f,v
1828,e,w,f,f,b,n,f,s
1829,e,g,x,s,b,p,f,a
1830,e,n,x,y,b,n,f,v
1831,e,g,x,y,b,w,f,y
1832,e,g,x,f,b,u,f,v
1833,e,w,f,s,b,n,f,a
1834,e,g,x,f,b,u,f,v
1835,e,n,x,f,b,u,f,v
1836,e,e,x,f,b,w,f,v
1838,e,w,f,f,b,h,f,s
1839,e,n,x,y,b,p,f,y
1840,e,g,x,s,b,n,f,s
1842,e,w,f,f,b,p,f,a
1844,p,n,f,y,n,k,f,s
1846,e,w,f,f,b,p,f,s
1847,e,g,f,s,b,h,f,a
1848,e,g,x,y,b,w,f,v
1849,e,g,f,f,b,p,f,v
1850,e,n,x,f,b,w,f,v
1851,e,e,f,f,b,n,f,v
1852,e,w,x,s,b,h,f,a
1853,e,e,x,f,b,w,f,v
1854,e,n,x,f,b,p,f,v
1855,e,g,x,f,b,u,f,y
1856,e,n,x,f,b,n,f,y
1857,e,y,x,f,n,w,f,v
1858,e,e,x,f,b,w,f,v
1859,p,w,f,s,n,w,f,v
1860,e,w,x,s,b,h,f,s
1861,e,e,x,f,b,u,f,y
1862,e,n,x,y,b,w,f,v
1863,e,w,x,f,b,h,f,a
1864,e,g,x,f,b,w,f,y
1865,e,g,x,s,b,n,f,s
1867,e,n,x,y,b,u,f,v
1868,e,w,x,s,b,p,f,a
1870,e,w,x,s,b,n,f,s
1872,e,e,f,f,b,n,f,y
1873,e,w,f,f,b,n,f,a
1874,e,g,f,f,b,k,f,a
1875,e,e,x,y,b,w,f,v
1877,e,g,x,y,b,u,f,v
1878,e,e,x,f,b,p,f,y
1879,e,n,f,s,b,h,f,s
1880,e,w,x,s,b,n,f,a
1881,e,w,x,s,b,h,f,a
1882,e,w,x,f,b,k,f,a
1883,e,e,x,f,b,u,f,v
1884,e,n,x,f,b,u,f,y
