specimen,class,cap.color,cap.shape,cap.surface,gill.size,gill.color,gill.attachment,population
3743,p,g,x,s,n,n,f,v
3744,e,e,f,y,b,w,f,v
3752,p,g,x,f,n,n,f,v
3760,e,e,f,f,b,u,f,y
3763,e,e,f,y,b,n,f,y
3770,e,g,f,f,b,w,f,y
3773,e,n,f,y,b,p,f,v
3783,e,e,f,f,b,w,f,v
3789,e,n,x,y,b,n,f,v
3790,e,g,f,y,b,p,f,y
3794,e,e,f,y,b,w,f,y
3810,e,g,f,y,b,p,f,y
3812,e,n,f,y,b,n,f,v
3822,e,g,x,f,b,n,f,y
3838,e,g,f,y,b,p,f,v
3841,p,g,x,f,b,h,f,v
3843,e,e,f,f,b,n,f,y
3844,p,g,x,y,b,g,f,v
3849,e,e,f,y,b,n,f,y
3852,e,g,f,y,b,u,f,y
3860,p,w,x,f,n,n,f,v
3869,p,w,x,f,n,u,f,v
3887,e,e,f,f,b,p,f,v
3890,p,g,x,f,b,h,f,v
3894,e,g,f,y,b,p,f,v
3899,p,w,x,f,n,p,f,v
3918,p,y,x,y,b,h,f,v
3919,p,g,f,y,b,g,f,v
3925,e,g,f,f,b,w,f,v
3935,p,y,f,f,b,h,f,v
3937,p,y,x,y,b,p,f,v
3938,e,e,f,f,b,u,f,v
3939,e,e,f,y,b,n,f,y
3945,p,g,f,y,b,p,f,v
3946,e,g,f,y,b,u,f,v
3949,e,e,f,f,b,p,f,v
3958,p,g,f,f,b,h,f,v
3960,p,g,x,s,b,w,f,v
3966,p,g,x,y,b,h,f,y
3970,p,w,x,s,n,g,f,v
3971,p,g,x,y,b,g,f,v
3975,p,y,x,f,b,g,f,y
3979,p,w,x,s,n,u,f,v
3980,e,e,f,f,b,w,f,v
3983,p,w,f,s,b,p,f,v
3985,e,b,x,y,b,e,f,c
3989,p,y,f,f,b,h,f,y
3994,p,g,x,f,n,u,f,s
4004,e,e,f,f,b,w,f,y
4007,e,e,f,f,b,w,f,v
4009,e,g,f,f,b,w,f,y
4017,p,y,x,f,b,g,f,v
4020,e,g,x,y,b,u,f,v
4033,p,y,x,y,b,h,f,v
4034,e,e,f,f,b,w,f,v
4044,p,g,f,f,b,p,f,y
4048,e,n,f,y,b,p,f,v
4049,p,w,x,f,n,u,f,s
4060,e,e,x,f,b,n,f,v
4061,p,y,x,y,b,h,f,v
4062,e,n,f,f,b,n,f,y
4063,e,e,f,y,b,p,f,y
4069,e,g,f,y,b,w,f,y
4074,e,e,f,f,b,u,f,v
4076,p,y,x,f,b,h,f,y
4079,p,y,f,y,b,p,f,v
4087,p,y,x,f,b,h,f,y
4094,e,g,f,f,b,w,f,y
4099,p,w,x,f,n,u,f,v
4103,p,g,f,y,b,p,f,y
4105,p,n,x,y,n,b,f,v
4106,e,e,f,y,b,n,f,v
4107,p,b,b,s,b,g,f,v
4108,e,g,f,f,b,w,f,y
4115,p,g,x,f,b,p,f,y
4122,e,e,f,y,b,u,f,v
4134,p,g,x,s,n,g,f,s
4141,p,g,f,f,b,g,f,y
4156,e,e,f,y,b,p,f,v
4159,p,g,f,f,b,h,f,y
4161,p,g,x,y,b,g,f,y
4162,e,g,f,f,b,u,f,v
4176,p,g,f,f,b,g,f,y
4185,p,g,x,f,b,g,f,v
4190,p,y,f,y,b,h,f,v
4205,p,g,f,y,b,h,f,y
4211,p,g,f,f,b,h,f,y
4215,p,y,x,f,b,g,f,y
4216,p,y,x,y,b,p,f,v
4218,p,y,x,f,b,h,f,y
4220,p,g,f,y,b,p,f,y
4223,p,g,x,y,b,h,f,v
4234,p,y,f,f,b,h,f,v
4237,p,y,f,f,b,p,f,y
4239,p,g,f,f,b,g,f,v
4245,p,y,x,y,b,g,f,v
4261,p,g,f,f,b,g,f,y
4264,p,y,x,y,b,g,f,y
4268,p,g,f,f,b,g,f,v
4276,p,y,x,f,b,h,f,y
4277,e,n,k,y,n,w,f,v
4280,p,y,f,f,b,p,f,y
4282,p,g,x,f,b,h,f,y
4283,p,y,f,f,b,p,f,v
4284,e,p,f,s,b,e,f,c
4286,p,y,x,f,b,g,f,y
4287,p,g,x,y,b,p,f,y
4290,p,g,f,y,b,h,f,y
4291,p,g,f,y,b,h,f,v
4292,e,p,k,s,b,e,f,c
4299,p,g,x,y,b,g,f,y
4308,p,g,f,y,b,g,f,v
4312,p,y,x,y,b,g,f,y
4313,p,y,f,f,b,p,f,y
4319,p,g,f,y,b,g,f,y
4325,p,g,f,y,b,h,f,y
4327,e,r,x,y,n,p,f,v
4330,p,n,x,y,n,b,f,v
4333,p,y,f,f,b,p,f,y
4334,p,g,x,y,b,h,f,v
4339,p,g,x,y,b,g,f,v
4343,p,y,f,f,b,h,f,y
4348,p,g,f,f,b,h,f,v
4355,p,y,f,f,b,p,f,v
4356,p,g,f,y,b,h,f,y
4358,e,e,x,s,b,e,f,c
4375,p,w,x,s,b,w,f,s
4382,p,y,x,y,b,h,f,y
4392,p,g,f,y,b,h,f,y
4395,p,g,f,y,b,h,f,v
4400,p,y,f,f,b,h,f,y
4403,p,g,f,f,b,h,f,v
4415,p,y,x,y,b,p,f,y
4423,p,y,x,y,b,h,f,y
4428,p,y,x,y,b,h,f,v
4431,p,y,f,f,b,p,f,v
4435,p,g,f,y,b,p,f,v
4438,p,g,f,f,b,g,f,v
4439,p,g,x,s,n,p,f,v
4441,p,g,f,s,b,h,f,s
4445,e,g,f,y,b,u,f,y
4452,e,n,f,y,b,n,f,v
4455,p,g,x,y,b,p,f,v
4459,p,y,x,y,b,h,f,y
4460,e,b,k,y,b,e,f,c
4463,p,g,f,y,b,p,f,y
4465,p,y,f,y,b,h,f,v
4471,p,y,x,y,b,g,f,v
4472,p,y,f,f,b,g,f,y
4473,p,y,x,f,b,p,f,y
4482,p,y,x,y,b,h,f,v
4487,p,g,f,f,b,g,f,v
4493,p,g,f,y,b,h,f,v
4494,p,g,x,y,b,p,f,y
4496,p,y,f,f,b,h,f,y
4497,p,g,x,s,b,p,f,v
4507,p,g,f,y,b,g,f,y
4512,p,g,f,f,b,p,f,y
4517,p,g,x,y,b,h,f,v
4529,p,y,x,f,b,h,f,v
4530,p,g,f,f,b,h,f,y
4533,p,y,x,f,b,p,f,y
4535,e,b,f,y,b,e,f,c
4536,p,y,f,y,b,h,f,y
4548,p,g,f,f,b,h,f,v
4556,p,y,x,f,b,g,f,y
4557,e,g,f,f,b,u,f,v
4559,p,g,x,y,b,h,f,y
4571,e,e,f,f,b,w,f,v
4577,p,g,f,f,b,p,f,y
4581,p,y,x,f,b,h,f,y
4583,p,g,x,y,b,p,f,y
4585,p,g,f,f,b,p,f,y
4603,p,g,f,f,b,p,f,v
4604,p,g,f,f,b,h,f,y
4609,p,y,x,y,b,h,f,v
4612,e,b,f,y,b,w,f,c
4614,p,y,x,y,b,h,f,y
4622,p,y,f,f,b,g,f,y
4638,p,y,f,f,b,p,f,y
4643,p,g,x,y,b,p,f,v
4644,p,y,x,f,b,g,f,v
4647,p,y,x,f,b,p,f,v
4649,p,y,f,f,b,h,f,y
4660,p,y,x,f,b,g,f,v
4668,p,g,f,f,b,h,f,y
4671,p,y,f,f,b,p,f,y
4677,p,g,x,y,b,g,f,y
4681,p,y,f,y,b,g,f,y
4684,p,y,f,f,b,g,f,y
4688,p,g,f,y,b,h,f,v
4693,p,y,x,y,b,g,f,y
4695,p,g,x,y,b,h,f,v
4696,p,y,f,f,b,h,f,v
4699,p,y,x,y,b,h,f,y
4712,p,g,x,y,b,h,f,y
4721,p,y,f,f,b,g,f,y
4726,p,g,f,f,b,p,f,y
4731,p,g,f,y,b,g,f,v
4738,p,g,f,y,b,h,f,y
4743,p,g,f,y,b,g,f,y
4745,p,y,x,y,b,h,f,y
4750,p,p,x,f,n,p,f,s
4751,p,y,f,f,b,g,f,v
4764,p,g,x,y,b,g,f,v
4775,p,y,x,f,b,h,f,v
4779,p,y,f,f,b,p,f,v
4785,p,y,x,y,b,g,f,v
4789,e,n,f,y,b,n,f,v
4792,p,y,x,y,b,h,f,v
4793,p,y,f,f,b,h,f,y
4806,p,g,f,y,b,p,f,v
4808,p,g,f,y,b,p,f,v
4812,p,y,f,f,b,p,f,y
4815,p,n,k,f,n,w,f,v
4816,p,g,f,f,b,g,f,v
4819,p,g,f,f,b,h,f,v
4821,p,w,f,s,b,w,f,v
4822,p,y,f,f,b,g,f,v
4840,p,y,f,y,b,p,f,v
4844,p,w,b,s,b,g,f,v
4847,e,n,k,y,b,w,f,c
4850,p,g,f,y,b,h,f,v
4858,p,g,f,f,b,p,f,v
4862,p,y,x,y,b,g,f,v
4863,e,g,f,f,b,u,f,v
4870,p,n,x,y,n,b,f,v
4884,p,y,f,f,b,p,f,y
4890,p,w,x,s,b,h,f,s
4896,p,y,x,f,b,g,f,y
4897,p,g,f,y,b,p,f,y
4903,p,y,f,y,b,p,f,y
4910,p,y,x,y,b,g,f,v
4913,p,y,f,f,b,h,f,y
4917,p,y,x,y,b,h,f,y
4918,p,y,x,f,b,p,f,y
4931,e,n,x,f,n,w,f,v
4932,e,e,x,y,b,e,f,c
4933,p,g,x,y,b,g,f,v
4934,p,y,x,f,b,g,f,v
4939,p,n,x,y,n,b,f,v
4940,e,b,k,s,b,w,f,c
4942,p,g,x,f,b,g,f,v
4945,p,y,f,y,b,h,f,v
4962,p,y,f,f,b,p,f,y
4965,e,b,f,s,b,w,f,c
4972,p,g,f,f,b,p,f,y
4973,p,y,x,f,b,p,f,y
4983,p,y,x,y,b,g,f,v
4995,p,g,f,f,b,h,f,y
5008,p,y,f,y,b,g,f,y
5020,p,y,f,f,b,p,f,v
5024,e,u,f,y,n,p,f,v
5025,p,y,x,f,b,g,f,y
5026,p,g,f,y,b,g,f,y
5027,p,y,x,f,b,g,f,v
5030,p,g,f,y,b,g,f,y
5033,p,g,x,y,b,p,f,v
5036,p,g,x,f,b,p,f,y
5046,p,g,f,f,b,h,f,v
5047,p,y,f,y,b,h,f,y
5048,p,y,x,f,b,h,f,y
5060,p,y,f,y,b,h,f,v
5066,p,w,x,s,b,h,f,s
5084,p,y,x,y,b,h,f,y
5089,p,g,f,f,b,h,f,v
5094,p,y,f,y,b,h,f,v
5101,p,y,x,f,b,p,f,v
5103,p,y,f,y,b,p,f,y
5109,p,g,x,s,b,p,f,v
5110,e,c,f,y,n,w,f,v
5120,p,w,x,s,b,h,f,v
5122,p,b,f,s,b,p,f,v
5123,e,c,k,y,n,w,f,v
5126,p,g,f,s,b,w,f,s
5127,p,w,c,g,n,w,f,c
5128,p,g,x,s,b,p,f,s
5129,p,w,b,g,n,w,f,c
5132,p,y,b,f,n,w,f,v
5139,p,y,f,y,b,p,f,y
5140,p,g,x,y,b,p,f,y
5144,p,g,f,f,b,p,f,y
5149,e,n,f,f,n,w,f,v
5154,p,b,f,y,b,r,f,v
5160,p,g,f,s,b,w,f,v
5162,p,b,x,s,b,p,f,v
5172,p,b,f,s,b,h,f,v
5174,p,y,f,y,b,h,f,v
5182,p,g,x,s,b,w,f,v
5186,e,c,f,y,n,w,f,v
5195,p,n,x,y,n,b,f,v
5200,p,g,f,y,b,g,f,v
5201,p,g,f,f,b,g,f,y
5211,e,n,f,s,b,e,f,c
5214,p,g,x,s,b,p,f,v
5219,p,n,x,y,n,b,f,v
5222,e,p,x,y,b,w,f,c
5223,p,g,f,s,b,p,f,s
5224,e,p,x,s,b,e,f,c
5225,p,n,b,y,n,w,f,v
5230,p,n,x,y,n,b,f,v
5239,e,n,k,f,n,w,f,v
5245,p,y,f,y,b,p,f,v
5249,p,w,b,y,b,w,f,v
5264,p,b,f,s,b,p,f,s
5265,e,e,f,s,b,w,f,c
5268,p,n,x,y,n,b,f,v
5269,p,w,x,s,b,h,f,v
5271,p,g,f,y,b,p,f,y
5272,e,b,x,s,b,e,f,c
5276,p,w,f,s,b,h,f,v
5278,p,y,k,y,n,w,f,v
5281,e,p,k,y,b,w,f,c
5286,e,b,x,s,b,w,f,c
5298,p,n,x,y,n,b,f,v
5302,p,g,f,f,b,p,f,v
5304,p,y,x,f,b,g,f,v
5305,p,n,x,y,n,b,f,v
5306,p,n,x,y,n,b,f,v
5325,p,n,x,y,n,b,f,v
5340,p,y,f,y,b,p,f,y
5344,p,y,f,y,b,h,f,y
5355,p,n,x,y,n,b,f,v
5360,p,y,f,y,b,h,f,y
5363,e,n,f,s,b,e,f,c
5364,p,y,f,y,b,p,f,y
5370,p,p,f,s,b,w,f,v
5371,p,y,f,y,b,h,f,y
5372,e,p,k,s,b,w,f,c
5373,p,b,x,s,b,h,f,s
5380,p,n,x,y,n,b,f,v
5381,p,y,x,y,b,p,f,v
5392,p,w,f,s,b,p,f,v
5395,p,y,b,y,n,w,f,v
5403,p,e,x,y,n,b,f,v
5404,p,w,f,s,b,h,f,s
5413,p,y,f,y,b,h,f,v
5426,p,g,f,s,b,w,f,s
5432,p,y,f,y,b,p,f,v
5440,p,w,f,y,b,g,f,v
5443,p,g,x,y,b,h,f,v
5447,p,n,x,y,n,b,f,v
5448,p,g,x,s,b,h,f,s
5451,p,g,x,s,b,w,f,v
5455,p,g,f,y,b,p,f,y
5461,p,b,f,s,b,h,f,s
5462,p,n,x,y,n,b,f,v
5482,e,p,k,s,b,e,f,c
5485,p,y,x,f,b,p,f,v
5486,p,g,f,y,b,p,f,v
5491,p,b,x,s,b,w,f,v
5498,e,r,f,y,n,w,f,v
5512,p,e,x,y,n,b,f,v
5515,e,p,x,y,b,e,f,c
5517,p,y,f,y,b,h,f,y
5518,p,n,x,y,n,b,f,v
5519,p,y,x,f,b,g,f,y
5521,p,g,x,s,b,h,f,v
5529,e,r,f,y,n,h,f,v
5532,p,b,f,s,b,p,f,v
5537,e,e,f,y,b,w,f,c
5538,e,b,x,y,b,w,f,c
5550,p,n,x,y,n,b,f,v
5554,e,u,f,y,n,p,f,y
5556,p,w,x,s,b,p,f,v
5557,e,e,x,s,b,w,f,c
5560,p,n,x,y,n,b,f,v
5565,p,w,x,s,b,w,f,v
5568,p,y,f,f,b,h,f,v
5569,p,g,x,s,b,p,f,v
5571,e,n,x,y,b,e,f,c
5575,p,b,x,s,b,h,f,s
5590,p,n,x,y,n,b,f,v
5594,p,p,f,y,b,r,f,v
5597,e,b,f,s,b,e,f,c
5606,p,w,f,s,b,r,f,v
5609,e,n,k,y,n,w,f,v
5611,p,w,f,s,b,r,f,v
5619,p,b,x,s,b,p,f,v
5620,e,b,f,y,b,w,f,c
5630,p,b,f,s,b,p,f,v
5643,p,g,f,y,b,g,f,y
5648,p,w,x,s,b,w,f,s
5656,p,b,f,s,b,p,f,v
5662,e,e,f,y,b,e,f,c
5667,e,c,k,y,n,w,f,v
5668,p,g,x,f,b,p,f,y
5678,p,w,x,s,b,w,f,v
5688,e,c,k,f,n,w,f,v
5689,p,g,x,s,b,p,f,v
5695,p,n,x,y,n,b,f,v
5697,p,y,f,y,b,h,f,y
5702,p,y,f,y,b,g,f,y
5707,p,g,x,s,b,w,f,v
5723,p,n,x,y,n,b,f,v
5731,p,y,f,y,b,p,f,v
5733,e,n,f,y,b,w,f,c
5738,e,b,x,y,b,w,f,c
5746,p,n,x,y,n,b,f,v
5747,p,y,f,y,b,g,f,v
5760,p,b,x,s,b,p,f,s
5766,p,w,f,s,b,h,f,s
5774,e,r,f,y,n,p,f,y
5775,p,p,b,s,b,g,f,v
5776,p,b,x,s,b,p,f,v
5779,p,b,x,s,b,w,f,v
5784,p,n,f,y,n,w,f,v
5795,e,n,f,y,n,w,f,v
5800,p,e,x,y,n,b,f,v
5801,p,y,x,y,n,w,f,v
5804,p,g,f,f,b,p,f,y
5810,p,y,f,y,b,p,f,v
5829,e,n,k,s,b,e,f,c
5836,e,w,f,y,n,w,f,v
5837,e,w,x,y,n,h,f,y
5838,p,n,x,y,n,b,f,v
5844,p,y,f,y,b,g,f,y
5847,p,g,x,s,b,p,f,s
5850,e,n,k,s,b,w,f,c
5861,p,n,x,y,n,b,f,v
5875,e,p,x,y,b,w,f,c
5878,p,g,x,s,b,h,f,v
5890,p,b,f,s,b,p,f,s
5900,p,y,f,y,b,p,f,y
5909,p,g,x,s,b,w,f,v
5917,e,b,f,y,b,e,f,c
5919,p,g,x,s,b,p,f,v
5928,p,p,b,s,b,g,f,v
5937,p,g,x,s,b,w,f,v
5941,p,p,b,y,b,g,f,v
5948,p,b,b,s,b,r,f,v
5957,p,n,x,y,n,b,f,v
5960,p,g,x,s,b,p,f,s
5963,e,n,f,y,n,w,f,v
5964,p,b,f,y,b,g,f,v
5969,p,g,f,f,b,p,f,v
5973,p,p,f,s,b,g,f,v
5975,p,b,f,s,b,w,f,v
5976,p,b,x,s,b,w,f,v
5983,p,p,f,s,b,r,f,v
5984,p,y,f,y,b,p,f,y
5990,p,n,x,y,n,b,f,v
5994,p,y,f,y,b,g,f,v
5996,p,n,x,y,n,b,f,v
5997,e,b,k,y,b,e,f,c
5998,e,w,x,y,n,p,f,y
6004,p,n,x,s,n,b,f,v
6006,p,e,f,y,n,b,f,v
6010,p,n,f,y,n,b,f,v
6011,p,e,f,y,n,b,f,v
6020,p,n,k,s,n,b,f,v
6028,p,n,f,s,n,b,f,v
6031,p,n,f,s,n,b,f,v
6036,p,n,f,y,n,b,f,v
6042,p,e,f,y,n,b,f,v
6045,p,n,f,s,n,b,f,v
6047,p,n,x,s,n,b,f,v
6049,p,e,f,y,n,b,f,v
6055,p,e,x,y,n,b,f,v
6057,p,e,f,s,n,b,f,v
6069,e,w,x,f,b,w,f,n
6076,p,e,x,s,n,b,f,v
6085,p,n,k,y,n,b,f,v
6086,p,n,f,y,n,b,f,v
6093,p,n,f,s,n,b,f,v
6099,p,e,x,y,n,b,f,v
6101,p,n,x,s,n,b,f,v
6116,p,e,x,y,n,b,f,v
6128,p,e,x,y,n,b,f,v
6129,p,e,x,s,n,b,f,v
6137,p,n,f,y,n,b,f,v
6140,p,n,f,s,n,b,f,v
6144,p,e,x,y,n,b,f,v
6146,p,e,f,y,n,b,f,v
6147,p,e,f,y,n,b,f,v
6148,e,w,k,f,b,g,f,s
6159,p,e,x,y,n,b,f,v
6177,p,n,f,y,n,b,f,v
6186,p,e,f,s,n,b,f,v
6188,p,e,f,y,n,b,f,v
6192,p,n,x,s,n,b,f,v
6193,p,n,f,y,n,b,f,v
6195,e,g,b,s,b,w,f,n
6202,p,n,x,s,n,b,f,v
6207,p,n,f,y,n,b,f,v
6228,p,e,f,y,n,b,f,v
6229,p,e,x,y,n,b,f,v
6232,p,n,f,y,n,b,f,v
6234,p,n,k,y,n,b,f,v
6240,p,n,f,s,n,b,f,v
6241,p,n,f,y,n,b,f,v
6243,p,e,x,s,n,b,f,v
6244,p,e,f,y,n,b,f,v
6245,p,e,f,s,n,b,f,v
6246,p,e,f,y,n,b,f,v
6255,p,e,f,y,n,b,f,v
6259,p,e,f,s,n,b,f,v
6263,p,n,x,s,n,b,f,v
6264,p,e,f,s,n,b,f,v
6266,p,e,f,s,n,b,f,v
6273,p,e,x,s,n,b,f,v
6275,p,n,f,s,n,b,f,v
6276,p,n,k,y,n,b,f,v
6279,p,e,x,s,n,b,f,v
6280,e,w,b,s,b,p,f,s
6282,p,e,x,s,n,b,f,v
6287,p,e,f,y,n,b,f,v
6296,p,n,f,y,n,b,f,v
6303,p,e,x,y,n,b,f,v
6304,p,e,x,y,n,b,f,v
6306,p,e,x,s,n,b,f,v
6312,p,e,f,y,n,b,f,v
6318,p,n,k,s,n,b,f,v
6321,p,e,x,y,n,b,f,v
6322,p,e,x,s,n,b,f,v
6325,p,e,f,y,n,b,f,v
6328,p,e,x,s,n,b,f,v
6331,p,e,k,y,n,b,f,v
6334,p,e,x,s,n,b,f,v
6336,p,e,x,y,n,b,f,v
6339,p,n,x,s,n,b,f,v
6343,p,n,f,y,n,b,f,v
6344,p,n,f,y,n,b,f,v
6346,p,e,x,s,n,b,f,v
6359,p,n,x,s,n,b,f,v
6361,p,n,f,y,n,b,f,v
6366,p,n,x,s,n,b,f,v
6390,p,e,x,s,n,b,f,v
6392,p,n,x,s,n,b,f,v
6395,p,e,f,s,n,b,f,v
6398,p,n,f,y,n,b,f,v
6402,p,n,x,s,n,b,f,v
6408,p,n,f,s,n,b,f,v
6416,p,e,x,y,b,w,f,c
6417,p,n,f,y,n,b,f,v
6428,p,e,f,y,n,b,f,v
6431,p,e,x,y,n,b,f,v
6434,p,e,f,y,n,b,f,v
6436,p,n,f,s,n,b,f,v
6438,p,n,f,s,n,b,f,v
6441,p,n,x,s,n,b,f,v
6442,p,n,x,s,n,b,f,v
6443,p,n,x,s,n,b,f,v
6446,p,n,f,s,n,b,f,v
6454,p,n,f,y,n,b,f,v
6461,p,e,f,y,n,b,f,v
6467,p,n,k,y,n,b,f,v
6483,p,e,f,s,n,b,f,v
6499,p,n,f,y,n,b,f,v
6500,p,e,f,s,n,b,f,v
6501,p,n,f,s,n,b,f,v
6507,p,e,f,y,n,b,f,v
6508,p,n,f,s,n,b,f,v
6515,p,n,x,s,n,b,f,v
6519,p,e,f,y,n,b,f,v
6522,p,n,x,s,n,b,f,v
6526,p,n,x,s,n,b,f,v
6527,p,n,f,s,n,b,f,v
6530,p,n,x,s,n,b,f,v
6533,p,e,f,s,n,b,f,v
6534,p,e,x,y,n,b,f,v
6539,p,e,x,y,n,b,f,v
6557,p,e,f,y,n,b,f,v
6565,p,n,f,s,n,b,f,v
6573,p,e,f,y,n,b,f,v
6575,p,e,k,s,n,b,f,v
6599,p,e,f,s,n,b,f,v
6601,p,n,k,y,n,b,f,v
6604,p,n,x,s,n,b,f,v
6612,p,n,x,s,n,b,f,v
6615,p,n,f,s,n,b,f,v
6616,p,n,f,s,n,b,f,v
6622,p,n,x,s,n,b,f,v
6629,p,e,x,s,n,b,f,v
6631,p,n,x,s,n,b,f,v
6640,p,n,x,s,n,b,f,v
6650,p,n,f,y,n,b,f,v
6651,p,e,x,y,n,b,f,v
6653,p,e,f,y,n,b,f,v
6654,p,e,x,y,n,b,f,v
6655,p,e,f,s,n,b,f,v
6661,e,g,b,f,b,p,f,s
6662,p,n,x,s,n,b,f,v
6666,p,n,f,y,n,b,f,v
6668,p,e,x,s,n,b,f,v
6669,p,c,k,y,b,w,a,c
6683,p,e,f,y,n,b,f,v
6695,p,e,x,s,n,b,f,v
6696,p,n,k,s,n,b,f,v
6697,p,n,f,s,n,b,f,v
6704,p,n,f,s,n,b,f,v
6712,p,n,x,s,n,b,f,v
6721,p,e,f,s,n,b,f,v
6725,p,e,x,y,n,b,f,v
6731,p,e,x,s,n,b,f,v
6732,p,n,x,s,n,b,f,v
6734,p,e,x,s,n,b,f,v
6737,p,e,f,y,n,b,f,v
6742,p,n,f,s,n,b,f,v
6747,p,n,f,s,n,b,f,v
6749,p,e,x,s,n,b,f,v
6756,p,n,f,y,n,b,f,v
6757,p,n,f,s,n,b,f,v
6768,p,e,f,s,n,b,f,v
6774,p,e,x,s,n,b,f,v
6775,e,w,x,f,b,g,f,n
6778,p,n,x,s,n,b,f,v
6786,p,n,x,s,n,b,f,v
6793,p,e,f,s,n,b,f,v
6799,p,n,f,s,n,b,f,v
6806,p,e,f,y,n,b,f,v
6807,p,n,f,y,n,b,f,v
6808,p,e,f,y,n,b,f,v
6813,p,e,x,s,n,b,f,v
6814,p,e,f,s,n,b,f,v
6822,p,e,f,s,n,b,f,v
6824,p,n,x,s,n,b,f,v
6829,p,n,k,y,n,b,f,v
6831,p,n,f,s,n,b,f,v
6832,p,n,f,s,n,b,f,v
6841,p,e,x,s,n,b,f,v
6845,p,n,f,s,n,b,f,v
6852,p,e,f,y,n,b,f,v
6854,p,e,f,s,n,b,f,v
6857,p,e,x,s,n,b,f,v
6866,p,n,f,s,n,b,f,v
6870,p,n,x,s,n,b,f,v
6875,p,e,x,s,n,b,f,v
6884,p,e,x,y,n,b,f,v
6890,p,e,f,s,n,b,f,v
6895,p,e,f,y,n,b,f,v
6901,e,n,x,s,b,n,a,v
6903,p,n,f,s,n,b,f,v
6910,p,e,k,y,n,b,f,v
6911,e,n,x,s,b,o,a,c
6939,e,w,b,s,b,p,f,n
6949,p,n,x,s,n,b,f,v
6956,p,e,k,s,n,b,f,v
6957,p,e,k,s,n,b,f,v
6966,p,e,f,s,n,b,f,v
6971,e,n,x,s,b,w,f,y
6977,p,e,f,y,n,b,f,v
6981,p,n,k,s,n,b,f,v
6985,e,n,b,s,b,w,f,y
6997,p,e,k,y,n,b,f,v
7005,e,w,k,s,b,g,f,n
7017,e,w,x,s,b,w,f,n
7018,p,e,f,y,n,b,f,v
7022,p,e,f,s,n,b,f,v
7027,e,n,x,s,b,n,a,c
7038,e,n,x,s,b,y,a,v
7041,e,g,x,f,b,g,f,s
7043,p,n,k,y,n,b,f,v
7047,e,g,k,f,b,p,f,n
7049,p,n,f,y,n,b,f,v
7050,p,e,k,s,n,b,f,v
7052,e,n,b,s,b,y,a,c
7056,p,n,k,s,n,b,f,v
7058,p,e,k,s,n,b,f,v
7067,p,n,k,s,n,b,f,v
7071,p,n,k,s,n,b,f,v
7074,e,c,f,s,b,w,f,y
7078,p,e,f,y,n,b,f,v
7092,p,n,f,y,b,w,f,c
7098,p,n,k,y,n,b,f,v
7099,e,g,x,f,b,g,f,n
7101,p,c,x,y,b,y,a,c
7107,p,n,f,y,n,b,f,v
7118,p,n,f,s,n,b,f,v
7129,e,n,f,s,b,n,a,v
7131,p,e,k,y,n,b,f,v
7136,e,n,x,s,b,n,a,v
7140,p,n,k,s,n,b,f,v
7157,p,e,k,y,n,b,f,v
7164,p,n,x,s,n,b,f,v
7166,p,e,f,s,n,b,f,v
7176,p,n,f,y,n,b,f,v
7179,p,n,k,s,n,b,f,v
7198,p,n,k,s,n,b,f,v
7200,p,e,f,s,n,b,f,v
7201,e,g,k,f,b,w,f,n
7204,p,e,k,s,n,b,f,v
7213,p,e,k,y,n,b,f,v
7226,p,n,k,s,n,b,f,v
7227,e,g,x,s,b,p,f,s
7228,p,e,k,y,n,b,f,v
7230,e,w,k,s,b,w,f,n
7234,e,n,b,s,b,o,a,c
7236,e,n,k,s,b,n,a,c
7237,e,g,b,s,b,p,f,n
7240,e,n,f,s,b,n,a,c
7241,p,e,k,s,n,b,f,v
7252,e,n,f,s,b,n,a,c
7261,e,g,x,s,b,w,f,n
7263,p,e,f,s,n,b,f,v
7272,e,w,k,f,b,p,f,s
7276,p,n,k,y,n,b,f,v
7280,p,n,k,s,n,b,f,v
7281,e,w,x,s,b,w,f,n
7287,p,e,k,s,n,b,f,v
7288,p,n,k,s,n,b,f,v
7292,p,n,k,y,n,b,f,v
7293,e,n,f,y,b,w,f,y
7298,p,e,k,s,n,b,f,v
7300,e,n,b,s,b,o,a,c
7302,e,g,k,s,b,p,f,n
7305,p,e,k,y,n,b,f,v
7309,p,e,k,s,n,b,f,v
7310,e,w,x,f,b,g,f,s
7311,p,e,k,y,n,b,f,v
7315,e,g,x,s,b,p,f,n
7317,p,n,k,y,n,b,f,v
7318,p,n,k,s,n,b,f,v
7324,p,n,x,y,b,y,f,c
7333,p,e,k,s,n,b,f,v
7337,p,e,f,y,b,w,f,c
7341,p,n,x,s,n,b,f,v
7345,e,w,k,s,b,g,f,n
7347,e,g,b,f,b,p,f,s
7352,p,e,k,s,n,b,f,v
7353,e,n,k,s,b,n,a,c
7357,p,e,f,s,n,b,f,v
7358,p,e,k,s,n,b,f,v
7359,e,g,k,f,b,p,f,n
7367,e,n,k,s,b,o,a,c
7370,p,n,x,s,n,b,f,v
7374,e,g,b,s,b,p,f,s
7376,e,n,x,s,b,o,a,v
7382,p,n,f,y,n,b,f,v
7383,p,e,k,y,n,b,f,v
7388,p,e,k,y,n,b,f,v
7390,p,e,k,s,n,b,f,v
7396,p,e,k,y,n,b,f,v
7403,p,n,x,s,n,b,f,v
